category,group,measure,year,value,chart
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita cash,2025.0,30714.408,mean.income
Per Capita Retirement Account Assets ($2015),25k +,per capita cash,2025.0,56672.286,mean.income
Per Capita Financial Assets ($2015),<0k,per capita cash,2025.0,13597.921,mean.income
Per Capita Financial Assets ($2015),0k -  5k,per capita cash,2025.0,23901.275,mean.income
Per Capita Financial Assets ($2015),5k - 25k,per capita cash,2025.0,31638.603,mean.income
Per Capita Financial Assets ($2015),25k +,per capita cash,2025.0,51123.951,mean.income
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita cash,2025.0,11871.695,mean.income
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2025.0,16938.736,mean.income
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2025.0,20982.994,mean.income
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2025.0,48751.844,mean.income
All,All,net per capita annuity,2025.0,55186.61,mean.income
Age,62-69,net per capita annuity,2025.0,50288.165,mean.income
Age,70-74,net per capita annuity,2025.0,56874.551,mean.income
Age,75-79,net per capita annuity,2025.0,56842.862,mean.income
Age,80-84,net per capita annuity,2025.0,63019.479,mean.income
Age,85+,net per capita annuity,2025.0,62787.6,mean.income
Sex,Female,net per capita annuity,2025.0,53080.452,mean.income
Sex,Male,net per capita annuity,2025.0,57641.368,mean.income
Education,1.High School Dropout,net per capita annuity,2025.0,20110.256,mean.income
Education,2.High School Graduate,net per capita annuity,2025.0,38653.578,mean.income
Education,3.Some College,net per capita annuity,2025.0,54066.657,mean.income
Education,4.College Graduate,net per capita annuity,2025.0,92183.071,mean.income
Race Ethnicity,1.White,net per capita annuity,2025.0,63976.702,mean.income
Race Ethnicity,2.Black,net per capita annuity,2025.0,30846.335,mean.income
Race Ethnicity,3.Hispanic,net per capita annuity,2025.0,26370.414,mean.income
Race Ethnicity,4.Other,net per capita annuity,2025.0,49014.638,mean.income
Marital Status,Married,net per capita annuity,2025.0,55207.93,mean.income
Marital Status,Widowed,net per capita annuity,2025.0,62014.352,mean.income
Marital Status,Divorced,net per capita annuity,2025.0,51613.429,mean.income
Marital Status,Single,net per capita annuity,2025.0,46254.939,mean.income
Shared Work Years,0-9,net per capita annuity,2025.0,6069.726,mean.income
Shared Work Years,10-14,net per capita annuity,2025.0,16862.398,mean.income
Shared Work Years,15-19,net per capita annuity,2025.0,26841.864,mean.income
Shared Work Years,20-24,net per capita annuity,2025.0,29163.393,mean.income
Shared Work Years,25-29,net per capita annuity,2025.0,37944.841,mean.income
Shared Work Years,30-34,net per capita annuity,2025.0,43589.49,mean.income
Shared Work Years,35-39,net per capita annuity,2025.0,50230.785,mean.income
Shared Work Years,40+,net per capita annuity,2025.0,72079.526,mean.income
Own Work Years,0-9,net per capita annuity,2025.0,19276.974,mean.income
Own Work Years,10-14,net per capita annuity,2025.0,25652.682,mean.income
Own Work Years,15-19,net per capita annuity,2025.0,34998.591,mean.income
Own Work Years,20-24,net per capita annuity,2025.0,33761.944,mean.income
Own Work Years,25-29,net per capita annuity,2025.0,37889.566,mean.income
Own Work Years,30-34,net per capita annuity,2025.0,40842.637,mean.income
Own Work Years,35-39,net per capita annuity,2025.0,45660.145,mean.income
Own Work Years,40+,net per capita annuity,2025.0,70306.901,mean.income
Shared Income Quintile,bottom quintile,net per capita annuity,2025.0,8920.101,mean.income
Shared Income Quintile,2nd quintile,net per capita annuity,2025.0,22212.014,mean.income
Shared Income Quintile,3rd quintile,net per capita annuity,2025.0,36105.787,mean.income
Shared Income Quintile,4th quintile,net per capita annuity,2025.0,57156.912,mean.income
Shared Income Quintile,top quintile,net per capita annuity,2025.0,151548.532,mean.income
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2025.0,14819.393,mean.income
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2025.0,30682.158,mean.income
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2025.0,43267.538,mean.income
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2025.0,62667.733,mean.income
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2025.0,124498.562,mean.income
Homeownership,Home Owner,net per capita annuity,2025.0,62666.667,mean.income
Homeownership,Renter,net per capita annuity,2025.0,26042.675,mean.income
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2025.0,9439.082,mean.income
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2025.0,19814.201,mean.income
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2025.0,37298.289,mean.income
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2025.0,87030.317,mean.income
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2025.0,23707.317,mean.income
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2025.0,27960.54,mean.income
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2025.0,36758.317,mean.income
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2025.0,80530.659,mean.income
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2025.0,11392.858,mean.income
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2025.0,23134.929,mean.income
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2025.0,30356.029,mean.income
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2025.0,76953.345,mean.income
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2025.0,9798.767,mean.income
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2025.0,15742.781,mean.income
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2025.0,20220.018,mean.income
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2025.0,68657.78,mean.income
All,All,net per capita cash,2025.0,32844.486,mean.income
Age,62-69,net per capita cash,2025.0,32773.293,mean.income
Age,70-74,net per capita cash,2025.0,36068.266,mean.income
Age,75-79,net per capita cash,2025.0,33231.099,mean.income
Age,80-84,net per capita cash,2025.0,30984.223,mean.income
Age,85+,net per capita cash,2025.0,26847.37,mean.income
Sex,Female,net per capita cash,2025.0,32568.851,mean.income
Sex,Male,net per capita cash,2025.0,33165.742,mean.income
Education,1.High School Dropout,net per capita cash,2025.0,14707.068,mean.income
Education,2.High School Graduate,net per capita cash,2025.0,26413.032,mean.income
Education,3.Some College,net per capita cash,2025.0,35192.037,mean.income
Education,4.College Graduate,net per capita cash,2025.0,47132.075,mean.income
Race Ethnicity,1.White,net per capita cash,2025.0,36646.724,mean.income
Race Ethnicity,2.Black,net per capita cash,2025.0,24900.063,mean.income
Race Ethnicity,3.Hispanic,net per capita cash,2025.0,19373.729,mean.income
Race Ethnicity,4.Other,net per capita cash,2025.0,27657.249,mean.income
Marital Status,Married,net per capita cash,2025.0,33093.41,mean.income
Marital Status,Widowed,net per capita cash,2025.0,33881.337,mean.income
Marital Status,Divorced,net per capita cash,2025.0,31576.708,mean.income
Marital Status,Single,net per capita cash,2025.0,31048.477,mean.income
Shared Work Years,0-9,net per capita cash,2025.0,4850.975,mean.income
Shared Work Years,10-14,net per capita cash,2025.0,11993.337,mean.income
Shared Work Years,15-19,net per capita cash,2025.0,16627.971,mean.income
Shared Work Years,20-24,net per capita cash,2025.0,18183.883,mean.income
Shared Work Years,25-29,net per capita cash,2025.0,23291.341,mean.income
Shared Work Years,30-34,net per capita cash,2025.0,26699.795,mean.income
Shared Work Years,35-39,net per capita cash,2025.0,30394.169,mean.income
Shared Work Years,40+,net per capita cash,2025.0,42172.879,mean.income
Own Work Years,0-9,net per capita cash,2025.0,11080.419,mean.income
Own Work Years,10-14,net per capita cash,2025.0,17293.845,mean.income
Own Work Years,15-19,net per capita cash,2025.0,19615.07,mean.income
Own Work Years,20-24,net per capita cash,2025.0,21223.122,mean.income
Own Work Years,25-29,net per capita cash,2025.0,23231.814,mean.income
Own Work Years,30-34,net per capita cash,2025.0,26353.794,mean.income
Own Work Years,35-39,net per capita cash,2025.0,28998.887,mean.income
Own Work Years,40+,net per capita cash,2025.0,41064.606,mean.income
Shared Income Quintile,bottom quintile,net per capita cash,2025.0,7704.749,mean.income
Shared Income Quintile,2nd quintile,net per capita cash,2025.0,17944.784,mean.income
Shared Income Quintile,3rd quintile,net per capita cash,2025.0,27869.469,mean.income
Shared Income Quintile,4th quintile,net per capita cash,2025.0,40961.842,mean.income
Shared Income Quintile,top quintile,net per capita cash,2025.0,69747.331,mean.income
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2025.0,11407.724,mean.income
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2025.0,22039.2,mean.income
Shared Lifetime Earnings Quintile,3rd quintile,net per capita cash,2025.0,29902.057,mean.income
Shared Lifetime Earnings Quintile,4th quintile,net per capita cash,2025.0,40330.822,mean.income
Shared Lifetime Earnings Quintile,top quintile,net per capita cash,2025.0,60543.876,mean.income
Homeownership,Home Owner,net per capita cash,2025.0,36462.32,mean.income
Homeownership,Renter,net per capita cash,2025.0,18748.611,mean.income
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita cash,2025.0,4372.792,mean.income
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita cash,2025.0,12743.234,mean.income
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita cash,2025.0,22186.504,mean.income
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita cash,2025.0,51616.92,mean.income
Per Capita Retirement Account Assets ($2015),<0k,net per capita cash,2025.0,16599.397,mean.income
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita cash,2025.0,19881.435,mean.income
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita cash,2025.0,25627.29,mean.income
Per Capita Retirement Account Assets ($2015),25k +,net per capita cash,2025.0,45225.102,mean.income
Per Capita Financial Assets ($2015),<0k,net per capita cash,2025.0,10594.369,mean.income
Per Capita Financial Assets ($2015),0k -  5k,net per capita cash,2025.0,19985.443,mean.income
Per Capita Financial Assets ($2015),5k - 25k,net per capita cash,2025.0,26162.199,mean.income
Per Capita Financial Assets ($2015),25k +,net per capita cash,2025.0,40845.75,mean.income
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita cash,2025.0,9221.184,mean.income
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita cash,2025.0,13952.404,mean.income
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita cash,2025.0,17441.583,mean.income
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita cash,2025.0,39208.859,mean.income
All,All,per capita annuity,2035.0,66110.355,mean.income
Age,62-69,per capita annuity,2035.0,68431.82,mean.income
Age,70-74,per capita annuity,2035.0,59651.374,mean.income
Age,75-79,per capita annuity,2035.0,59846.229,mean.income
Age,80-84,per capita annuity,2035.0,71489.01,mean.income
Age,85+,per capita annuity,2035.0,74895.527,mean.income
Sex,Female,per capita annuity,2035.0,63449.661,mean.income
Sex,Male,per capita annuity,2035.0,69151.653,mean.income
Education,1.High School Dropout,per capita annuity,2035.0,25750.798,mean.income
Education,2.High School Graduate,per capita annuity,2035.0,45779.441,mean.income
Education,3.Some College,per capita annuity,2035.0,62928.481,mean.income
Education,4.College Graduate,per capita annuity,2035.0,104729.001,mean.income
Race Ethnicity,1.White,per capita annuity,2035.0,77190.672,mean.income
Race Ethnicity,2.Black,per capita annuity,2035.0,39852.866,mean.income
Race Ethnicity,3.Hispanic,per capita annuity,2035.0,37510.038,mean.income
Race Ethnicity,4.Other,per capita annuity,2035.0,59785.489,mean.income
Marital Status,Married,per capita annuity,2035.0,64281.643,mean.income
Marital Status,Widowed,per capita annuity,2035.0,74068.385,mean.income
Marital Status,Divorced,per capita annuity,2035.0,64963.295,mean.income
Marital Status,Single,per capita annuity,2035.0,62649.431,mean.income
Shared Work Years,0-9,per capita annuity,2035.0,8561.807,mean.income
Shared Work Years,10-14,per capita annuity,2035.0,20116.433,mean.income
Shared Work Years,15-19,per capita annuity,2035.0,26742.07,mean.income
Shared Work Years,20-24,per capita annuity,2035.0,34569.844,mean.income
Shared Work Years,25-29,per capita annuity,2035.0,39460.486,mean.income
Shared Work Years,30-34,per capita annuity,2035.0,46005.297,mean.income
Shared Work Years,35-39,per capita annuity,2035.0,56717.776,mean.income
Shared Work Years,40+,per capita annuity,2035.0,86232.056,mean.income
Own Work Years,0-9,per capita annuity,2035.0,22337.991,mean.income
Own Work Years,10-14,per capita annuity,2035.0,28083.957,mean.income
Own Work Years,15-19,per capita annuity,2035.0,36539.41,mean.income
Own Work Years,20-24,per capita annuity,2035.0,37359.893,mean.income
Own Work Years,25-29,per capita annuity,2035.0,40096.163,mean.income
Own Work Years,30-34,per capita annuity,2035.0,45670.484,mean.income
Own Work Years,35-39,per capita annuity,2035.0,50727.135,mean.income
Own Work Years,40+,per capita annuity,2035.0,84013.848,mean.income
Shared Income Quintile,bottom quintile,per capita annuity,2035.0,11790.778,mean.income
Shared Income Quintile,2nd quintile,per capita annuity,2035.0,25219.371,mean.income
Shared Income Quintile,3rd quintile,per capita annuity,2035.0,40967.142,mean.income
Shared Income Quintile,4th quintile,per capita annuity,2035.0,67498.783,mean.income
Shared Income Quintile,top quintile,per capita annuity,2035.0,185092.961,mean.income
Shared Lifetime Earnings Quintile,bottom quintile,per capita annuity,2035.0,18211.011,mean.income
Shared Lifetime Earnings Quintile,2nd quintile,per capita annuity,2035.0,33546.498,mean.income
Shared Lifetime Earnings Quintile,3rd quintile,per capita annuity,2035.0,50068.789,mean.income
Shared Lifetime Earnings Quintile,4th quintile,per capita annuity,2035.0,74343.015,mean.income
Shared Lifetime Earnings Quintile,top quintile,per capita annuity,2035.0,154393.584,mean.income
Homeownership,Home Owner,per capita annuity,2035.0,75158.268,mean.income
