category,group,year,option,scale,baseline,Average annuity income,Average cash income,Average net annuity income,Average net cash income
Age,62-69,2045,14.4% payroll tax,per capita,Payable law,74176.085,52813.876,61062.454,39700.244
Age,62-69,2045,14.4% payroll tax,per capita,Scheduled law,74176.085,52813.876,61062.454,39700.244
Age,62-69,2045,15.4% payroll tax,equivalent,Payable law,90968.756,65382.594,74904.525,49318.363
Age,62-69,2045,15.4% payroll tax,equivalent,Scheduled law,90968.756,65382.594,74904.525,49318.363
Age,62-69,2045,15.4% payroll tax,per capita,Payable law,73895.113,52585.827,60716.508,39407.222
Age,62-69,2045,15.4% payroll tax,per capita,Scheduled law,73895.113,52585.827,60716.508,39407.222
Age,62-69,2045,75% survivor benefit,equivalent,Payable law,90803.481,65125.397,75161.298,49483.214
Age,62-69,2045,75% survivor benefit,equivalent,Scheduled law,90803.481,65125.397,75161.298,49483.214
Age,62-69,2045,75% survivor benefit,per capita,Payable law,73847.733,52469.37,60998.386,39620.023
Age,62-69,2045,75% survivor benefit,per capita,Scheduled law,73847.733,52469.37,60998.386,39620.023
Age,62-69,2045,90% tax max,equivalent,Payable law,91974.328,66316.871,76018.355,50360.898
Age,62-69,2045,90% tax max,equivalent,Scheduled law,91974.328,66316.871,76018.355,50360.898
Age,62-69,2045,90% tax max,per capita,Payable law,74686.215,53323.966,61601.86,40239.61
Age,62-69,2045,90% tax max,per capita,Scheduled law,74686.215,53323.966,61601.86,40239.61
Age,62-69,2045,90% tax max and 13.4% payroll tax,equivalent,Payable law,91768.775,66117.52,75702.262,50051.008
Age,62-69,2045,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,91768.775,66117.52,75702.262,50051.008
Age,62-69,2045,90% tax max and 13.4% payroll tax,per capita,Payable law,74521.142,53164.651,61347.764,39991.273
Age,62-69,2045,90% tax max and 13.4% payroll tax,per capita,Scheduled law,74521.142,53164.651,61347.764,39991.273
Age,62-69,2045,Annual primary insurance amount,equivalent,Payable law,93177.193,67501.288,77224.812,51548.908
Age,62-69,2045,Annual primary insurance amount,equivalent,Scheduled law,93177.193,67501.288,77224.812,51548.908
Age,62-69,2045,Annual primary insurance amount,per capita,Payable law,75655.383,54278.561,62571.752,41194.93
Age,62-69,2045,Annual primary insurance amount,per capita,Scheduled law,75655.383,54278.561,62571.752,41194.93
Age,62-69,2045,Basic minimum benefit,equivalent,Payable law,91865.625,66189.492,76090.166,50414.033
Age,62-69,2045,Basic minimum benefit,equivalent,Scheduled law,91865.625,66189.492,76090.166,50414.033
Age,62-69,2045,Basic minimum benefit,per capita,Payable law,74628.584,53251.579,61684.651,40307.645
Age,62-69,2045,Basic minimum benefit,per capita,Scheduled law,74628.584,53251.579,61684.651,40307.645
Age,62-69,2045,Bipartisan Policy Center package,equivalent,Payable law,90636.274,63933.167,75093.562,48390.455
Age,62-69,2045,Bipartisan Policy Center package,equivalent,Scheduled law,90636.274,63933.167,75093.562,48390.455
Age,62-69,2045,Bipartisan Policy Center package,per capita,Payable law,73741.358,51532.405,60972.021,38763.068
Age,62-69,2045,Bipartisan Policy Center package,per capita,Scheduled law,73741.358,51532.405,60972.021,38763.068
Age,62-69,2045,Cap COLA,equivalent,Payable law,91464.426,65788.293,75732.909,50056.776
Age,62-69,2045,Cap COLA,equivalent,Scheduled law,91464.426,65788.293,75732.909,50056.776
Age,62-69,2045,Cap COLA,per capita,Payable law,74283.477,52906.471,61374.052,39997.046
Age,62-69,2045,Cap COLA,per capita,Scheduled law,74283.477,52906.471,61374.052,39997.046
Age,62-69,2045,Cap spouse benefits,equivalent,Payable law,91717.028,66040.895,75988.401,50312.269
Age,62-69,2045,Cap spouse benefits,equivalent,Scheduled law,91717.028,66040.895,75988.401,50312.269
Age,62-69,2045,Cap spouse benefits,per capita,Payable law,74278.452,52901.446,61355.542,39978.536
Age,62-69,2045,Cap spouse benefits,per capita,Scheduled law,74278.452,52901.446,61355.542,39978.536
Age,62-69,2045,Chained-CPI COLA,equivalent,Payable law,91480.649,65804.573,75733.835,50057.76
Age,62-69,2045,Chained-CPI COLA,equivalent,Scheduled law,91480.649,65804.573,75733.835,50057.76
Age,62-69,2045,Chained-CPI COLA,per capita,Payable law,74292.885,52915.937,61371.512,39994.564
Age,62-69,2045,Chained-CPI COLA,per capita,Scheduled law,74292.885,52915.937,61371.512,39994.564
Age,62-69,2045,Eliminate the tax max,equivalent,Payable law,92343.265,66692.22,76243.809,50592.763
Age,62-69,2045,Eliminate the tax max,equivalent,Scheduled law,92343.265,66692.22,76243.809,50592.763
Age,62-69,2045,Eliminate the tax max,per capita,Payable law,74973.52,53617.203,61779.906,40423.589
Age,62-69,2045,Eliminate the tax max,per capita,Scheduled law,74973.52,53617.203,61779.906,40423.589
Age,62-69,2045,Increase benefits taxation,equivalent,Payable law,91441.12,65764.987,75694.17,50018.038
Age,62-69,2045,Increase benefits taxation,equivalent,Scheduled law,91441.12,65764.987,75694.17,50018.038
Age,62-69,2045,Increase benefits taxation,per capita,Payable law,74482.748,53105.743,61564.116,40187.11
Age,62-69,2045,Increase benefits taxation,per capita,Scheduled law,74482.748,53105.743,61564.116,40187.11
Age,62-69,2045,Increase COLA,equivalent,Payable law,91951.046,66274.913,76154.207,50478.074
Age,62-69,2045,Increase COLA,equivalent,Scheduled law,91951.046,66274.913,76154.207,50478.074
Age,62-69,2045,Increase COLA,per capita,Payable law,74675.225,53298.219,61714.751,40337.746
Age,62-69,2045,Increase COLA,per capita,Scheduled law,74675.225,53298.219,61714.751,40337.746
Age,62-69,2045,Increase FRA,equivalent,Payable law,90810.444,65132.674,75182.704,49504.933
Age,62-69,2045,Increase FRA,equivalent,Scheduled law,90810.444,65132.674,75182.704,49504.933
Age,62-69,2045,Increase FRA,per capita,Payable law,73748.462,52370.283,60923.823,39545.645
Age,62-69,2045,Increase FRA,per capita,Scheduled law,73748.462,52370.283,60923.823,39545.645
Age,62-69,2045,Increase FRA and EEA,equivalent,Payable law,90643.35,64965.657,75028.403,49350.71
Age,62-69,2045,Increase FRA and EEA,equivalent,Scheduled law,90643.35,64965.657,75028.403,49350.71
Age,62-69,2045,Increase FRA and EEA,per capita,Payable law,73608.195,52230.071,60793.739,39415.614
Age,62-69,2045,Increase FRA and EEA,per capita,Scheduled law,73608.195,52230.071,60793.739,39415.614
Age,62-69,2045,Payable law,equivalent,Payable law,88457.477,62778.43,73022.595,47343.548
Age,62-69,2045,Payable law,equivalent,Scheduled law,88457.477,62778.43,73022.595,47343.548
Age,62-69,2045,Payable law,per capita,Payable law,71825.935,50446.612,59150.522,37771.198
Age,62-69,2045,Payable law,per capita,Scheduled law,71825.935,50446.612,59150.522,37771.198
Age,62-69,2045,Reduce COLA,equivalent,Payable law,91379.255,65703.181,75637.303,49961.229
Age,62-69,2045,Reduce COLA,equivalent,Scheduled law,91379.255,65703.181,75637.303,49961.229
Age,62-69,2045,Reduce COLA,per capita,Payable law,74205.341,52828.395,61287.873,39910.926
Age,62-69,2045,Reduce COLA,per capita,Scheduled law,74205.341,52828.395,61287.873,39910.926
Age,62-69,2045,Scheduled law,equivalent,Payable law,91717.028,66040.895,75942.738,50266.605
Age,62-69,2045,Scheduled law,equivalent,Scheduled law,91717.028,66040.895,75942.738,50266.605
Age,62-69,2045,Scheduled law,per capita,Payable law,74482.748,53105.743,61539.981,40162.975
Age,62-69,2045,Scheduled law,per capita,Scheduled law,74482.748,53105.743,61539.981,40162.975
Age,62-69,2055,"$150,000 tax max",equivalent,Payable law,102902.407,77288.259,82753.075,57138.927
Age,62-69,2055,"$150,000 tax max",equivalent,Scheduled law,102902.407,77288.259,82753.075,57138.927
Age,62-69,2055,"$150,000 tax max",per capita,Payable law,83592.72,62518.745,66747.989,45674.014
Age,62-69,2055,"$150,000 tax max",per capita,Scheduled law,83592.72,62518.745,66747.989,45674.014
Age,62-69,2055,"$180,000 tax max",equivalent,Payable law,102984.426,77376.978,82795.927,57188.479
Age,62-69,2055,"$180,000 tax max",equivalent,Scheduled law,102984.426,77376.978,82795.927,57188.479
Age,62-69,2055,"$180,000 tax max",per capita,Payable law,83657.368,62588.837,66781.504,45712.974
Age,62-69,2055,"$180,000 tax max",per capita,Scheduled law,83657.368,62588.837,66781.504,45712.974
Age,62-69,2055,13.4% payroll tax,equivalent,Payable law,102570.031,76965.024,82375.924,56770.917
Age,62-69,2055,13.4% payroll tax,equivalent,Scheduled law,102570.031,76965.024,82375.924,56770.917
Age,62-69,2055,13.4% payroll tax,per capita,Payable law,83326.766,62259.962,66444.841,45378.037
Age,62-69,2055,13.4% payroll tax,per capita,Scheduled law,83326.766,62259.962,66444.841,45378.037
Age,62-69,2055,14.4% payroll tax,equivalent,Payable law,102330.413,76750.454,82016.216,56436.257
Age,62-69,2055,14.4% payroll tax,equivalent,Scheduled law,102330.413,76750.454,82016.216,56436.257
Age,62-69,2055,14.4% payroll tax,per capita,Payable law,83133.477,62087.631,66154.451,45108.605
Age,62-69,2055,14.4% payroll tax,per capita,Scheduled law,83133.477,62087.631,66154.451,45108.605
Age,62-69,2055,15.4% payroll tax,equivalent,Payable law,101914.255,76425.45,81514.973,56026.167
Age,62-69,2055,15.4% payroll tax,equivalent,Scheduled law,101914.255,76425.45,81514.973,56026.167
Age,62-69,2055,15.4% payroll tax,per capita,Payable law,82812.974,61834.515,65763.521,44785.062
Age,62-69,2055,15.4% payroll tax,per capita,Scheduled law,82812.974,61834.515,65763.521,44785.062
Age,62-69,2055,75% survivor benefit,equivalent,Payable law,101816.885,76193.896,81893.273,56270.283
Age,62-69,2055,75% survivor benefit,equivalent,Scheduled law,101816.885,76193.896,81893.273,56270.283
Age,62-69,2055,75% survivor benefit,per capita,Payable law,82833.628,61751.831,66154.836,45073.039
Age,62-69,2055,75% survivor benefit,per capita,Scheduled law,82833.628,61751.831,66154.836,45073.039
Age,62-69,2055,90% tax max,equivalent,Payable law,103238.784,77650.544,82912.102,57323.862
Age,62-69,2055,90% tax max,equivalent,Scheduled law,103238.784,77650.544,82912.102,57323.862
Age,62-69,2055,90% tax max,per capita,Payable law,83853.978,62800.002,66870.144,45816.168
Age,62-69,2055,90% tax max,per capita,Scheduled law,83853.978,62800.002,66870.144,45816.168
Age,62-69,2055,90% tax max and 13.4% payroll tax,equivalent,Payable law,102972.827,77404.889,82519.203,56951.265
Age,62-69,2055,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,102972.827,77404.889,82519.203,56951.265
Age,62-69,2055,90% tax max and 13.4% payroll tax,per capita,Payable law,83640.041,62601.857,66553.588,45515.403
Age,62-69,2055,90% tax max and 13.4% payroll tax,per capita,Scheduled law,83640.041,62601.857,66553.588,45515.403
Age,62-69,2055,Annual primary insurance amount,equivalent,Payable law,104560.825,78942.481,84256.745,58638.401
Age,62-69,2055,Annual primary insurance amount,equivalent,Scheduled law,104560.825,78942.481,84256.745,58638.401
Age,62-69,2055,Annual primary insurance amount,per capita,Payable law,84925.071,63847.509,67956.253,46878.691
Age,62-69,2055,Annual primary insurance amount,per capita,Scheduled law,84925.071,63847.509,67956.253,46878.691
Age,62-69,2055,Basic minimum benefit,equivalent,Payable law,102973.589,77353.384,82897.257,57277.052
Age,62-69,2055,Basic minimum benefit,equivalent,Scheduled law,102973.589,77353.384,82897.257,57277.052
Age,62-69,2055,Basic minimum benefit,per capita,Payable law,83679.179,62600.149,66892.348,45813.319
Age,62-69,2055,Basic minimum benefit,per capita,Scheduled law,83679.179,62600.149,66892.348,45813.319
Age,62-69,2055,Bipartisan Policy Center package,equivalent,Payable law,102041.594,74681.288,82274.511,54914.206
Age,62-69,2055,Bipartisan Policy Center package,equivalent,Scheduled law,102041.594,74681.288,82274.511,54914.206
Age,62-69,2055,Bipartisan Policy Center package,per capita,Payable law,83039.632,60541.577,66488.934,43990.879
Age,62-69,2055,Bipartisan Policy Center package,per capita,Scheduled law,83039.632,60541.577,66488.934,43990.879
Age,62-69,2055,Cap COLA,equivalent,Payable law,102509.162,76885.794,82490.719,56867.351
Age,62-69,2055,Cap COLA,equivalent,Scheduled law,102509.162,76885.794,82490.719,56867.351
Age,62-69,2055,Cap COLA,per capita,Payable law,83281.942,62199.767,66541.209,45459.034
Age,62-69,2055,Cap COLA,per capita,Scheduled law,83281.942,62199.767,66541.209,45459.034
Age,62-69,2055,Cap spouse benefits,equivalent,Payable law,102813.046,77192.841,82750.42,57130.215
Age,62-69,2055,Cap spouse benefits,equivalent,Scheduled law,102813.046,77192.841,82750.42,57130.215
Age,62-69,2055,Cap spouse benefits,per capita,Payable law,83294.048,62215.019,66532.176,45453.146
Age,62-69,2055,Cap spouse benefits,per capita,Scheduled law,83294.048,62215.019,66532.176,45453.146
Age,62-69,2055,Chained-CPI COLA,equivalent,Payable law,102554.99,76934.621,82513.515,56893.146
Age,62-69,2055,Chained-CPI COLA,equivalent,Scheduled law,102554.99,76934.621,82513.515,56893.146
Age,62-69,2055,Chained-CPI COLA,per capita,Payable law,83315.702,62236.525,66556.521,45477.345
Age,62-69,2055,Chained-CPI COLA,per capita,Scheduled law,83315.702,62236.525,66556.521,45477.345
Age,62-69,2055,Eliminate the tax max,equivalent,Payable law,103717.01,78143.331,83156.15,57582.472
Age,62-69,2055,Eliminate the tax max,equivalent,Scheduled law,103717.01,78143.331,83156.15,57582.472
Age,62-69,2055,Eliminate the tax max,per capita,Payable law,84219.888,63179.15,67053.482,46012.743
Age,62-69,2055,Eliminate the tax max,per capita,Scheduled law,84219.888,63179.15,67053.482,46012.743
Age,62-69,2055,Increase benefits taxation,equivalent,Payable law,102504.494,76884.289,82462.289,56842.084
Age,62-69,2055,Increase benefits taxation,equivalent,Scheduled law,102504.494,76884.289,82462.289,56842.084
Age,62-69,2055,Increase benefits taxation,per capita,Payable law,83522.474,62443.445,66732.04,45653.011
Age,62-69,2055,Increase benefits taxation,per capita,Scheduled law,83522.474,62443.445,66732.04,45653.011
Age,62-69,2055,Increase COLA,equivalent,Payable law,103081.153,77462.293,82977.234,57358.374
Age,62-69,2055,Increase COLA,equivalent,Scheduled law,103081.153,77462.293,82977.234,57358.374
Age,62-69,2055,Increase COLA,per capita,Payable law,83742.578,62664.5,66934.173,45856.094
Age,62-69,2055,Increase COLA,per capita,Scheduled law,83742.578,62664.5,66934.173,45856.094
Age,62-69,2055,Increase FRA,equivalent,Payable law,101202.935,75575.563,81406.058,55778.686
Age,62-69,2055,Increase FRA,equivalent,Scheduled law,101202.935,75575.563,81406.058,55778.686
Age,62-69,2055,Increase FRA,per capita,Payable law,82221.015,61135.133,65661.676,44575.795
Age,62-69,2055,Increase FRA,per capita,Scheduled law,82221.015,61135.133,65661.676,44575.795
Age,62-69,2055,Increase FRA and EEA,equivalent,Payable law,100931.573,75304.201,81154.252,55526.88
Age,62-69,2055,Increase FRA and EEA,equivalent,Scheduled law,100931.573,75304.201,81154.252,55526.88
Age,62-69,2055,Increase FRA and EEA,per capita,Payable law,81994.313,60908.432,65450.793,44364.911
Age,62-69,2055,Increase FRA and EEA,per capita,Scheduled law,81994.313,60908.432,65450.793,44364.911
Age,62-69,2055,Payable law,equivalent,Payable law,98906.827,73277.863,79275.987,53647.023
Age,62-69,2055,Payable law,equivalent,Scheduled law,98906.827,73277.863,79275.987,53647.023
Age,62-69,2055,Payable law,per capita,Payable law,80347.432,59261.289,63913.172,42827.029
Age,62-69,2055,Payable law,per capita,Scheduled law,80347.432,59261.289,63913.172,42827.029
Age,62-69,2055,Reduce COLA,equivalent,Payable law,102428.955,76808.585,82394.525,56774.156
Age,62-69,2055,Reduce COLA,equivalent,Scheduled law,102428.955,76808.585,82394.525,56774.156
Age,62-69,2055,Reduce COLA,per capita,Payable law,83207.941,62128.763,66454.316,45375.139
Age,62-69,2055,Reduce COLA,per capita,Scheduled law,83207.941,62128.763,66454.316,45375.139
Age,62-69,2055,Scheduled law,equivalent,Payable law,102813.046,77192.841,82737.517,57117.312
Age,62-69,2055,Scheduled law,equivalent,Scheduled law,102813.046,77192.841,82737.517,57117.312
Age,62-69,2055,Scheduled law,per capita,Payable law,83522.474,62443.445,66736.424,45657.395
Age,62-69,2055,Scheduled law,per capita,Scheduled law,83522.474,62443.445,66736.424,45657.395
Age,62-69,2065,"$150,000 tax max",equivalent,Payable law,114805.549,83707.671,92932.411,61834.533
Age,62-69,2065,"$150,000 tax max",equivalent,Scheduled law,114805.549,83707.671,92932.411,61834.533
Age,62-69,2065,"$150,000 tax max",per capita,Payable law,92773.317,67208.178,74638.003,49072.864
Age,62-69,2065,"$150,000 tax max",per capita,Scheduled law,92773.317,67208.178,74638.003,49072.864
Age,62-69,2065,"$180,000 tax max",equivalent,Payable law,114913.066,83818.865,92990.976,61896.775
Age,62-69,2065,"$180,000 tax max",equivalent,Scheduled law,114913.066,83818.865,92990.976,61896.775
Age,62-69,2065,"$180,000 tax max",per capita,Payable law,92858.885,67296.718,74685.466,49123.299
Age,62-69,2065,"$180,000 tax max",per capita,Scheduled law,92858.885,67296.718,74685.466,49123.299
Age,62-69,2065,13.4% payroll tax,equivalent,Payable law,114373.826,83298.479,92481.23,61405.883
Age,62-69,2065,13.4% payroll tax,equivalent,Scheduled law,114373.826,83298.479,92481.23,61405.883
Age,62-69,2065,13.4% payroll tax,per capita,Payable law,92428.137,66881.713,74275.641,48729.217
Age,62-69,2065,13.4% payroll tax,per capita,Scheduled law,92428.137,66881.713,74275.641,48729.217
Age,62-69,2065,14.4% payroll tax,equivalent,Payable law,114092.087,83059.346,92062.155,61029.414
Age,62-69,2065,14.4% payroll tax,equivalent,Scheduled law,114092.087,83059.346,92062.155,61029.414
Age,62-69,2065,14.4% payroll tax,per capita,Payable law,92200.738,66687.62,73938.162,48425.044
Age,62-69,2065,14.4% payroll tax,per capita,Scheduled law,92200.738,66687.62,73938.162,48425.044
Age,62-69,2065,15.4% payroll tax,equivalent,Payable law,113646.931,82674.922,91531.447,60559.438
